sentence_id,words,labels
12,3,B-QUANTITY
12,1/2,I-QUANTITY
12,ounces,B-UNIT
12,),O
12,1,B-QUANTITY
12,teaspoon,B-UNIT
12,baking,B-FOOD
12,powder,I-FOOD
13,15,B-QUANTITY
13,oz,B-UNIT
13,garbanzo,B-FOOD
13,beans,I-FOOD
13,",",O
13,1,B-QUANTITY
13,can,B-UNIT
13,",",O
13,drained,B-PROCESS
13,and,O
13,rinsed,B-PROCESS
13,½,B-QUANTITY
13,teaspoon,B-UNIT
13,salt,B-FOOD
13,½,B-QUANTITY
13,teaspoon,B-UNIT
13,ground,B-PROCESS
13,cumin,B-FOOD
13,1,B-QUANTITY
13,clove,B-UNIT
13,garlic,B-FOOD
13,",",O
13,minced,B-PROCESS
13,16,B-QUANTITY
13,oz,B-UNIT
13,roasted,B-PROCESS
13,red,B-COLOR
13,pepper,B-FOOD
13,",",O
13,1,B-QUANTITY
13,jar,B-UNIT
13,",",O
13,drained,B-PROCESS
13,1,B-QUANTITY
13,tablespoon,B-UNIT
13,lemon,B-FOOD
13,juice,I-FOOD
13,1,B-QUANTITY
13,tablespoon,B-UNIT
13,extra,B-PHYSICAL_QUALITY
13,virgin,I-PHYSICAL_QUALITY
13,olive,B-FOOD
13,oil,I-FOOD
14,15,B-QUANTITY
14,oz,B-UNIT
14,garbanzo,B-FOOD
14,beans,I-FOOD
14,",",O
14,1,B-QUANTITY
14,can,B-UNIT
14,",",O
14,drained,B-PROCESS
14,and,O
14,rinsed,B-PROCESS
14,¼,B-QUANTITY
14,teaspoon,B-UNIT
14,salt,B-FOOD
14,1,B-QUANTITY
14,clove,B-UNIT
14,garlic,B-FOOD
14,½,B-QUANTITY
14,teaspoon,B-UNIT
14,ground,B-PROCESS
14,cumin,B-FOOD
14,½,B-QUANTITY
14,cup,B-UNIT
14,basil,B-FOOD
14,pesto,I-FOOD
14,1,B-QUANTITY
14,tablespoon,B-UNIT
14,lemon,B-FOOD
14,juice,I-FOOD
14,2,B-QUANTITY
14,tablespoons,B-UNIT
14,water,B-FOOD
15,32,B-QUANTITY
15,ounces,B-UNIT
15,baked,B-PROCESS
15,beans,B-FOOD
15,6,B-QUANTITY
15,hot,B-FOOD
15,dogs,I-FOOD
15,1,B-QUANTITY
15,tablespoon,B-UNIT
15,horseradish,B-FOOD
15,mustard,I-FOOD
15,(,O
15,or,O
15,yellow,B-COLOR
15,),O
15,1,B-QUANTITY
15,cup,B-UNIT
15,shredded,B-PROCESS
15,cheddar,B-FOOD
15,cheese,I-FOOD
15,16,B-QUANTITY
15,ounces,B-UNIT
15,sweet,B-TASTE
15,potato,B-FOOD
15,tater,B-TRADE_NAME
15,tots,I-TRADE_NAME
16,4,B-QUANTITY
16,salmon,B-FOOD
16,steaks,I-FOOD
16,(,O
16,each,O
16,weighing,O
16,approx,B-QUANTITY
16,.,I-QUANTITY
16,8,I-QUANTITY
16,oz,B-UNIT
16,),O
16,3,B-QUANTITY
16,tablespoons,B-UNIT
16,olive,B-FOOD
16,oil,I-FOOD
16,2,B-QUANTITY
16,tablespoons,B-UNIT
16,lemon,B-FOOD
16,juice,I-FOOD
16,1,B-QUANTITY
16,spring,B-FOOD
16,onion,I-FOOD
16,",",O
16,minced,B-PROCESS
16,6,B-QUANTITY
16,tablespoons,B-UNIT
16,limoncello,B-FOOD
16,1,B-QUANTITY
16,teaspoon,B-UNIT
16,oregano,B-FOOD
16,2,B-QUANTITY
16,tablespoons,B-UNIT
16,minced,B-PROCESS
16,parsley,B-FOOD
17,1,B-QUANTITY
17,cup,B-UNIT
17,flour,B-FOOD
17,1,B-QUANTITY
17,1⁄4,I-QUANTITY
17,teaspoons,B-UNIT
17,baking,B-FOOD
17,powder,I-FOOD
17,1⁄2,B-QUANTITY
17,teaspoon,B-UNIT
17,salt,B-FOOD
17,1⁄2,B-QUANTITY
17,cup,B-UNIT
17,low-fat,B-PHYSICAL_QUALITY
17,cheese,B-FOOD
17,",",O
17,grated,B-PROCESS
17,2,B-QUANTITY
17,tablespoons,B-UNIT
17,butter,B-FOOD
17,2⁄3,B-QUANTITY
17,cup,B-UNIT
17,milk,B-FOOD
18,3,B-QUANTITY
18,stalks,B-UNIT
18,celery,B-FOOD
18,",",O
18,sliced,B-PROCESS
18,½,B-QUANTITY
18,cucumber,B-FOOD
18,",",O
18,peeled,B-PROCESS
18,and,O
18,cubed,B-PROCESS
18,½,B-QUANTITY
18,cup,B-UNIT
18,coconut,B-FOOD
18,water,I-FOOD
18,2,B-QUANTITY
18,tablespoons,B-UNIT
18,jalapeño,B-FOOD
18,",",O
18,seeded,B-PROCESS
18,and,O
18,chopped,B-PROCESS
18,¼,B-QUANTITY
18,teaspoon,B-UNIT
18,himalayan,B-FOOD
18,sea,I-FOOD
18,salt,I-FOOD
19,1,B-QUANTITY
19,(,O
19,15,B-QUANTITY
19,ounce,B-UNIT
19,),O
19,can,B-UNIT
19,chickpeas,B-FOOD
19,",",O
19,drained,B-PROCESS
19,1,B-QUANTITY
19,lemon,B-FOOD
19,",",O
19,juice,B-PROCESS
19,of,I-PROCESS
19,1⁄4,B-QUANTITY
19,cup,B-UNIT
19,olive,B-FOOD
19,oil,I-FOOD
19,1,B-QUANTITY
19,garlic,B-FOOD
19,clove,B-UNIT
19,",",O
19,peeled,B-PROCESS
19,1⁄8,B-QUANTITY
19,teaspoon,B-UNIT
19,red,B-COLOR
19,pepper,B-FOOD
19,flakes,I-FOOD
19,",",O
19,crushed,B-PROCESS
20,1,B-QUANTITY
20,bagel,B-FOOD
20,1,B-QUANTITY
20,egg,B-FOOD
20,1,B-QUANTITY
20,slice,B-UNIT
20,cheddar,B-FOOD
20,cheese,I-FOOD
20,",",O
20,kraft,B-TRADE_NAME
20,singles,I-TRADE_NAME
20,(,O
20,other,B-POSSIBLE_SUBSTITUTE
20,cheese,I-POSSIBLE_SUBSTITUTE
20,works,O
20,too,O
20,),O
20,2,O
20,2,B-QUANTITY
20,slices,B-UNIT
20,deli,B-FOOD
20,ham,I-FOOD
20,or,O
20,2,B-QUANTITY
20,slices,B-UNIT
20,deli,B-FOOD
20,roast,I-FOOD
20,beef,I-FOOD
20,",",O
20,any,B-FOOD
20,lunch,I-FOOD
20,meat,I-FOOD
21,1,B-QUANTITY
21,cup,B-UNIT
21,sugar,B-FOOD
21,2,B-QUANTITY
21,sticks,B-UNIT
21,salted,B-TASTE
21,butter,B-FOOD
21,(,O
21,softened,B-PROCESS
21,),O
21,1,B-QUANTITY
21,teaspoon,B-UNIT
21,vinegar,B-FOOD
21,1,B-QUANTITY
21,teaspoon,B-UNIT
21,vanilla,B-FOOD
21,1,B-QUANTITY
21,1/2,I-QUANTITY
21,cups,B-UNIT
21,all,B-PURPOSE
21,purpose,I-PURPOSE
21,flour,B-FOOD
21,1/2,B-QUANTITY
21,teaspoon,B-UNIT
21,baking,B-FOOD
21,soda,I-FOOD
22,1,B-QUANTITY
22,whole,B-PHYSICAL_QUALITY
22,fully,B-PROCESS
22,cooked,I-PROCESS
22,bone-in,B-PHYSICAL_QUALITY
22,ham,B-FOOD
22,(,O
22,15-18,B-QUANTITY
22,Pounds,B-UNIT
22,),O
22,whole,B-PHYSICAL_QUALITY
22,cloves,B-FOOD
22,3,B-QUANTITY
22,cups,B-UNIT
22,brown,B-COLOR
22,sugar,B-FOOD
22,1/2,B-QUANTITY
22,cup,B-UNIT
22,spicy,B-TASTE
22,brown,B-COLOR
22,mustard,B-FOOD
22,1,B-QUANTITY
22,can,B-UNIT
22,dr,B-TRADE_NAME
22,pepper,I-TRADE_NAME
22,(,O
22,Or,O
22,Coke,B-TRADE_NAME
22,),O
22,3,B-QUANTITY
22,tablespoons,B-UNIT
22,apple,B-FOOD
22,cider,I-FOOD
22,vinegar,I-FOOD
23,3,B-QUANTITY
23,ounces,B-UNIT
23,chocolate,B-FOOD
23,(,O
23,prepared,B-PROCESS
23,hot,I-PROCESS
23,",",O
23,cooled,B-PROCESS
23,),O
23,0.75,B-QUANTITY
23,ounces,B-UNIT
23,creme,B-FOOD
23,de,I-FOOD
23,cacao,I-FOOD
23,(,O
23,dark,B-COLOR
23,),O
23,0.75,B-QUANTITY
23,ounces,B-UNIT
23,vanilla,B-FOOD
23,vodka,I-FOOD
23,1,B-QUANTITY
23,ounce,B-UNIT
23,Kahlua,B-FOOD
23,6,B-QUANTITY
23,mini,B-PHYSICAL_QUALITY
23,marshmallows,B-FOOD
24,2,B-QUANTITY
24,cups,B-UNIT
24,full-fat,B-PHYSICAL_QUALITY
24,greek,B-FOOD
24,yogurt,I-FOOD
24,15,B-QUANTITY
24,saffron,B-FOOD
24,strands,B-UNIT
24,1,B-QUANTITY
24,tablespoon,B-UNIT
24,hot,B-PHYSICAL_QUALITY
24,water,B-FOOD
24,½,B-QUANTITY
24,cup,B-UNIT
24,powdered,B-PHYSICAL_QUALITY
24,sugar,B-FOOD
24,½,B-QUANTITY
24,teaspoon,B-UNIT
24,ground,B-PROCESS
24,cardamom,B-FOOD
24,whipped,B-FOOD
24,cream,I-FOOD
24,",",O
24,for,B-PURPOSE
24,garnish,I-PURPOSE
24,(,O
24,optional,O
24,),O
24,crushed,B-FOOD
24,nut,I-FOOD
24,",",O
24,for,B-PURPOSE
24,topping,I-PURPOSE
24,(,O
24,optional,O
24,),O
25,½,B-QUANTITY
25,cup,B-UNIT
25,instant,B-PHYSICAL_QUALITY
25,oatmeal,B-FOOD
25,2,B-QUANTITY
25,tablespoons,B-UNIT
25,freeze-dried,B-PROCESS
25,blueberry,B-FOOD
25,1,B-QUANTITY
25,tablespoon,B-UNIT
25,slivered,B-PROCESS
25,almond,B-FOOD
25,1,B-QUANTITY
25,tablespoon,B-UNIT
25,chia,B-FOOD
25,seed,I-FOOD
25,⅛,B-QUANTITY
25,teaspoon,B-UNIT
25,vanilla,B-FOOD
25,bean,I-FOOD
25,2,B-QUANTITY
25,teaspoons,B-UNIT
25,sugar,B-FOOD
25,",",O
25,of,O
25,choice,O
25,¾,B-QUANTITY
25,cup,B-UNIT
25,water,B-FOOD
25,",",O
25,or,O
25,milk,B-FOOD
25,",",O
25,boiling,B-PROCESS
26,5,B-QUANTITY
26,pounds,B-UNIT
26,potatoes,B-FOOD
26,(,O
26,cubed,B-PROCESS
26,),O
26,8,B-QUANTITY
26,eggs,B-FOOD
26,(,O
26,hard,B-PROCESS
26,boiled,I-PROCESS
26,&,O
26,chopped,B-PROCESS
26,),O
26,3,B-QUANTITY
26,stalks,B-UNIT
26,celery,B-FOOD
26,(,O
26,chopped,B-PROCESS
26,),O
26,15,B-QUANTITY
26,ounces,B-UNIT
26,mayo,B-FOOD
26,2,B-QUANTITY
26,teaspoons,B-UNIT
26,salt,B-FOOD
27,1,B-QUANTITY
27,cup,B-UNIT
27,warm,B-PHYSICAL_QUALITY
27,milk,B-FOOD
27,",",O
27,of,O
27,choice,O
27,2,B-QUANTITY
27,bags,B-UNIT
27,chai,B-FOOD
27,tea,I-FOOD
27,1,B-QUANTITY
27,pear,B-FOOD
27,",",O
27,cored,B-PROCESS
27,and,O
27,diced,B-PROCESS
27,1,B-QUANTITY
27,tablespoon,B-UNIT
27,honey,B-FOOD
27,½,B-QUANTITY
27,teaspoon,B-UNIT
27,vanilla,B-FOOD
27,extract,I-FOOD
27,¼,B-QUANTITY
27,teaspoon,B-UNIT
27,cinnamon,B-FOOD
28,¼,B-QUANTITY
28,cup,B-UNIT
28,strawberry,B-FOOD
28,",",O
28,sliced,B-PROCESS
28,1,B-QUANTITY
28,cup,B-UNIT
28,water,B-FOOD
28,1,B-QUANTITY
28,cup,B-UNIT
28,whole,B-PHYSICAL_QUALITY
28,milk,B-FOOD
29,4,B-QUANTITY
29,cups,B-UNIT
29,rolled,B-FOOD
29,oats,I-FOOD
29,2,B-QUANTITY
29,tablespoons,B-UNIT
29,seeds,B-FOOD
29,(,O
29,chia,B-EXAMPLE
29,",",O
29,these,O
29,are,O
29,optional,O
29,",",O
29,I,O
29,just,O
29,love,O
29,the,O
29,texture,O
29,they,O
29,give,O
29,),O
29,1/2,B-QUANTITY
29,cup,B-UNIT
29,peanuts,B-FOOD
29,(,O
29,unsalted,B-TASTE
29,",",O
29,chopped,B-PROCESS
29,),O
29,3/4,B-QUANTITY
29,cup,B-UNIT
29,natural,B-PHYSICAL_QUALITY
29,peanut,B-FOOD
29,butter,I-FOOD
29,(,O
29,melted,B-PROCESS
29,),O
29,1/2,B-QUANTITY
29,cup,B-UNIT
29,brown,B-FOOD
29,rice,I-FOOD
29,syrup,I-FOOD
29,(,O
29,honey,B-FOOD
29,works,O
29,too,O
29,!,O
29,),O
30,3,B-QUANTITY
30,cups,B-UNIT
30,half-and-half,B-TRADE_NAME
30,1,B-QUANTITY
30,(,O
30,14,B-QUANTITY
30,ounce,B-UNIT
30,),O
30,can,B-UNIT
30,sweetened,B-TASTE
30,condensed,B-PHYSICAL_QUALITY
30,milk,B-FOOD
30,(,O
30,NOT,O
30,evaporated,B-EXCLUDED
30,milk,I-EXCLUDED
30,),O
30,1,B-QUANTITY
30,cup,B-UNIT
30,mashed,B-PROCESS
30,banana,B-FOOD
30,1,B-QUANTITY
30,tablespoon,B-UNIT
30,vanilla,B-FOOD
30,extract,I-FOOD
30,1,B-QUANTITY
30,teaspoon,B-UNIT
30,ground,B-PROCESS
30,cinnamon,B-FOOD
31,1,B-QUANTITY
31,banana,B-FOOD
31,1,B-QUANTITY
31,maraschino,B-FOOD
31,cherry,I-FOOD
31,1,B-QUANTITY
31,(,O
31,7,B-QUANTITY
31,ounce,B-UNIT
31,),O
31,canned,B-UNIT
31,whipped,B-FOOD
31,cream,I-FOOD
31,(,O
31,I,O
31,use,O
31,low-fat,B-EXAMPLE
31,Redi-Whip,I-EXAMPLE
31,),O
32,2,B-QUANTITY
32,slices,B-UNIT
32,bread,B-FOOD
32,1,B-QUANTITY
32,slice,B-UNIT
32,American,B-FOOD
32,cheese,I-FOOD
32,1,B-QUANTITY
32,tablespoon,B-UNIT
32,mayonnaise,B-FOOD
33,2,B-QUANTITY
33,cups,B-UNIT
33,watermelon,B-FOOD
33,3,B-QUANTITY
33,tablespoons,B-UNIT
33,sugar,B-FOOD
33,8,B-QUANTITY
33,mint,B-FOOD
33,leaves,B-UNIT
33,3,B-QUANTITY
33,tablespoons,B-UNIT
33,lemon,B-FOOD
33,juice,I-FOOD
33,3,B-QUANTITY
33,ice,B-FOOD
33,cubes,I-FOOD
34,2,B-QUANTITY
34,ounces,B-UNIT
34,unsweetened,B-TASTE
34,baking,B-FOOD
34,chocolate,I-FOOD
34,14,B-QUANTITY
34,ounces,B-UNIT
34,sweetened,B-TASTE
34,condensed,B-PHYSICAL_QUALITY
34,milk,B-FOOD
34,4,B-QUANTITY
34,cups,B-UNIT
34,water,B-FOOD
34,1,B-QUANTITY
34,teaspoon,B-UNIT
34,vanilla,B-FOOD
35,8,B-QUANTITY
35,slices,B-UNIT
35,bacon,B-FOOD
35,1,B-QUANTITY
35,large,B-PHYSICAL_QUALITY
35,onion,B-FOOD
35,",",O
35,chopped,B-PROCESS
35,2,B-QUANTITY
35,(,O
35,16,B-QUANTITY
35,ounce,B-UNIT
35,),O
35,bags,B-UNIT
35,frozen,B-PROCESS
35,cut,B-PROCESS
35,okra,B-FOOD
35,(,O
35,or,O
35,2lb,I-UNIT
35,.,I-UNIT
35,fresh,B-PHYSICAL_QUALITY
35,okra,B-FOOD
35,",",O
35,sliced,B-PROCESS
35,into,I-PROCESS
35,1/2,I-PROCESS
35,inch,I-PROCESS
35,pieces,I-PROCESS
35,),O
35,2,B-QUANTITY
35,(,O
35,14,B-QUANTITY
35,ounce,B-UNIT
35,),O
35,cans,B-UNIT
35,diced,B-PROCESS
35,tomatoes,B-FOOD
35,",",O
35,undrained,B-PROCESS
35,salt,B-FOOD
35,and,O
35,pepper,B-FOOD
36,4,B-QUANTITY
36,cups,B-UNIT
36,flour,B-FOOD
36,1/2,B-QUANTITY
36,teaspoon,B-UNIT
36,salt,B-FOOD
36,1,B-QUANTITY
36,teaspoon,B-UNIT
36,baking,B-FOOD
36,soda,I-FOOD
36,1,B-QUANTITY
36,3/4,I-QUANTITY
36,cups,B-UNIT
36,milk,B-FOOD
37,3,B-QUANTITY
37,lettuces,B-FOOD
37,(,O
37,butter,B-FOOD
37,),O
37,20,B-QUANTITY
37,milliliters,B-UNIT
37,red,B-FOOD
37,wine,I-FOOD
37,vinegar,I-FOOD
37,2,B-QUANTITY
37,teaspoons,B-UNIT
37,Dijon,B-FOOD
37,mustard,I-FOOD
37,80,B-QUANTITY
37,milliliters,B-UNIT
37,extra,B-PHYSICAL_QUALITY
37,virgin,I-PHYSICAL_QUALITY
37,olive,B-FOOD
37,oil,I-FOOD
37,1/4,B-QUANTITY
37,cup,B-UNIT
37,sliced,B-PROCESS
37,green,B-COLOR
37,olives,B-FOOD
37,(,O
37,pitted,B-PHYSICAL_QUALITY
37,),O
37,1/4,B-QUANTITY
37,cup,B-UNIT
37,sliced,B-PROCESS
37,black,B-COLOR
37,olives,B-FOOD
37,(,O
37,pitted,B-PHYSICAL_QUALITY
37,),O
37,2,B-QUANTITY
37,vine,B-FOOD
37,ripened,B-PHYSICAL_QUALITY
37,tomatoes,B-FOOD
37,(,O
37,de-seeded,B-PROCESS
37,",",O
37,chopped,B-PROCESS
37,),O
38,2,B-QUANTITY
38,large,B-PHYSICAL_QUALITY
38,fresh,B-PHYSICAL_QUALITY
38,tomatoes,B-FOOD
38,(,O
38,I,O
38,like,O
38,creole,B-EXAMPLE
38,and,I-EXAMPLE
38,beefsteak,I-EXAMPLE
38,),O
38,or,O
38,2,B-QUANTITY
38,lbs,B-UNIT
38,cherry,B-FOOD
38,tomatoes,I-FOOD
38,1,B-QUANTITY
38,1⁄2,I-QUANTITY
38,cups,B-UNIT
38,fresh,B-PHYSICAL_QUALITY
38,corn,B-FOOD
38,or,O
38,1,B-QUANTITY
38,1/2,I-QUANTITY
38,cups,B-UNIT
38,frozen,B-PHYSICAL_QUALITY
38,corn,B-FOOD
38,",",O
38,blanched,B-PROCESS
38,and,O
38,drained,B-PROCESS
38,8,B-QUANTITY
38,fresh,B-PHYSICAL_QUALITY
38,basil,B-FOOD
38,leaves,B-UNIT
38,balsamic,B-FOOD
38,vinegar,I-FOOD
38,extra,B-PHYSICAL_QUALITY
38,virgin,I-PHYSICAL_QUALITY
38,olive,B-FOOD
38,oil,I-FOOD
39,2,B-QUANTITY
39,slices,B-UNIT
39,sandwich,B-FOOD
39,bread,I-FOOD
39,(,O
39,I,O
39,prefer,O
39,whole,B-PHYSICAL_QUALITY
39,wheat,I-PHYSICAL_QUALITY
39,),I-PHYSICAL_QUALITY
39,2,B-QUANTITY
39,slices,B-UNIT
39,swiss,B-FOOD
39,cheese,I-FOOD
39,2,B-QUANTITY
39,ounces,B-UNIT
39,thinly,B-PROCESS
39,sliced,I-PROCESS
39,ham,B-FOOD
39,2,B-QUANTITY
39,pineapple,B-FOOD
39,slices,I-FOOD
39,",",O
39,cored,B-PROCESS
39,(,O
